video_name,video_label,predict_label,corret
01-01-05-02-02-02-04.mp4,angry,angry,True
02-01-07-02-01-02-15.mp4,disgust,disgust,True
02-01-03-02-02-02-04.mp4,happy,happy,True
01-01-03-01-01-02-13.mp4,happy,happy,True
02-01-02-02-01-02-13.mp4,calm,calm,True
01-01-04-02-02-01-15.mp4,sad,sad,True
02-01-04-01-02-02-17.mp4,sad,sad,True
02-01-05-02-01-01-10.mp4,angry,angry,True
02-01-04-02-01-01-18.mp4,sad,sad,True
01-01-08-02-02-01-04.mp4,surprised,surprised,True
02-01-01-01-02-02-18.mp4,neutral,neutral,True
02-01-07-01-01-01-06.mp4,disgust,disgust,True
02-01-04-01-02-02-13.mp4,sad,surprised,False
02-01-02-01-02-01-16.mp4,calm,calm,True
02-01-01-01-02-01-17.mp4,neutral,neutral,True
01-01-04-01-01-01-24.mp4,sad,sad,True
01-01-04-01-02-01-05.mp4,sad,sad,True
01-01-04-02-02-02-13.mp4,sad,sad,True
01-01-01-01-02-02-08.mp4,neutral,neutral,True
01-01-06-02-01-02-07.mp4,fearful,fearful,True
02-01-04-01-02-01-16.mp4,sad,calm,False
02-01-05-02-01-02-04.mp4,angry,angry,True
02-01-04-01-01-01-14.mp4,sad,sad,True
02-01-07-02-01-02-09.mp4,disgust,disgust,True
02-01-06-01-01-01-24.mp4,fearful,fearful,True
-,-,accuracy = ,92.0
